captura,precio,agencia,aseos,zona,superficie,habitaciones,gastos,quiet,views,condo,amenities,piscina,terraza,jardín,ascensor,parking
2024-09-10,90000,Emma Barragán,2.0,Distrito Metropolitano Quito,70.0,2,46.0,0,0,0,0,1,0,1,1,0
2024-09-10,118000,Inmoejecutivos,2.0,Distrito Metropolitano Quito,120.0,3,136.0,0,0,0,0,0,1,0,1,0
2024-09-10,229000,Inmoejecutivos,2.0,Distrito Metropolitano Quito,186.0,2,110.0,0,0,0,0,0,1,1,1,0
2024-09-10,149600,Intramuros Constructora,3.0,Distrito Metropolitano Quito,86.0,2,109.0,0,0,0,0,1,1,1,1,0
2024-09-10,106515,Intramuros Constructora,1.0,Distrito Metropolitano Quito,55.0,1,78.0,0,0,0,0,0,1,1,1,0
2024-09-10,305652,Intramuros Constructora,4.0,Distrito Metropolitano Quito,159.0,3,154.0,0,0,0,0,1,1,1,1,0
2024-09-10,134000,Emma Barragán,3.0,Distrito Metropolitano Quito,136.0,3,100.0,0,0,0,0,1,1,1,1,0
2024-09-10,220000,Emma Barragán,5.0,Distrito Metropolitano Quito,327.0,4,196.0,0,0,0,0,0,0,0,1,0
2024-09-10,245000,Emma Barragán,5.0,Distrito Metropolitano Quito,300.0,4,196.0,0,0,0,0,0,0,0,0,0
2024-09-10,94000,Emma Barragán,3.0,Distrito Metropolitano Quito,116.0,2,114.0,0,0,0,0,0,0,0,1,0
2024-09-10,110000,Intramuros Constructora,2.0,Distrito Metropolitano Quito,79.0,1,29.0,0,0,0,0,0,0,0,0,0
2024-09-10,300551,Intramuros Constructora,3.0,Distrito Metropolitano Quito,157.0,3,177.0,0,0,0,0,0,1,1,1,0
2024-09-10,428502,Intramuros Constructora,4.0,Distrito Metropolitano Quito,249.0,3,186.0,0,0,0,0,0,1,1,1,0
2024-09-10,627486,Intramuros Constructora,4.0,Distrito Metropolitano Quito,464.0,3,71.0,0,0,0,0,1,1,1,1,0
2024-09-10,93945,Sonia Herrera,2.0,Distrito Metropolitano Quito,104.0,3,63.0,0,0,0,0,1,1,1,1,0
2024-09-10,63987,Sonia Herrera,2.0,Distrito Metropolitano Quito,61.0,2,62.0,0,0,0,0,0,1,1,1,0
2024-09-10,70000,AB&amp;MD Gestión Inmobiliaria By KSA,2.0,Distrito Metropolitano Quito,123.0,3,74.0,0,0,0,0,0,1,0,1,0
2024-09-10,110000,Johanna Chalen - Remax Impacta,4.0,Ponceano,183.0,3,198.0,0,0,0,0,0,0,0,0,0
2024-09-10,96900,Emerson Medina - Inmoimpakto,2.0,Tumbaco,105.0,2,66.0,0,0,0,0,0,0,0,0,0
2024-09-10,95000,Cbr. Ximena Loma - Bienes Ra√≠ces LM,3.0,Kennedy,140.0,3,89.0,0,0,0,0,0,0,0,0,0
2024-09-10,95000,Cbr. Ximena Loma - Bienes Ra√≠ces LM,3.0,Kennedy,140.0,3,89.0,0,0,0,0,0,0,0,0,0
2024-09-10,136000,Fernando Falconi,2.0,Centro Norte,93.0,3,39.0,0,0,0,0,0,0,0,0,0
2024-09-10,136000,Fernando Falconi,2.0,Centro Norte,93.0,3,39.0,0,0,0,0,0,0,0,0,0
2024-09-10,150000,Carolina Silva,3.0,Carcelen,308.0,3,195.0,0,0,0,0,0,0,0,0,0
2024-09-10,157899,Andres Altamirano,2.0,"La Carolina, I√±aquito",87.0,2,69.0,0,0,0,0,0,0,0,0,0
2024-09-10,246286,Andres Altamirano,3.0,"La Carolina, I√±aquito",137.0,3,100.0,0,0,0,0,0,0,0,0,0
2024-09-10,150000,Carolina Silva,2.0,Monteserrin,128.0,2,88.0,0,0,0,0,0,0,0,0,0
2024-09-10,450000,Carolina Silva,4.0,Cumbaya,200.0,3,198.0,0,0,0,0,0,0,0,0,0
2024-09-10,112000,Ing. Roberto Alarc√≥n,2.0,Tumbaco,105.0,3,57.0,0,0,0,0,0,0,0,0,0
2024-09-10,380000,MIRAI,4.0,Centro Norte,350.0,3,195.0,0,0,0,0,0,0,0,0,0
2024-09-10,80000,MIRAI,2.0,"El Batan, I√±aquito",130.0,2,88.0,0,0,0,0,0,0,0,0,0
2024-09-10,175000,MIRAI,2.0,"Granda Centeno, Rumipamba",134.0,3,79.0,0,0,0,0,0,0,0,0,0
2024-09-10,210000,Horizonte Azul,6.0,Ponceano,209.0,7,194.0,0,0,0,0,0,0,0,0,0
2024-09-10,115000,Horizonte Azul,1.0,Ponceano,102.0,3,62.0,0,0,0,0,0,0,0,0,0
2024-09-10,110000,Horizonte Azul,3.0,San Isidro del Inca,220.0,3,186.0,0,0,0,0,0,0,0,0,0
2024-09-10,640000,MIRAI,6.0,Quito Tenis,650.0,5,36.0,0,0,0,0,0,0,0,0,0
2024-09-10,95000,Horizonte Azul,1.0,Ponceano,91.0,2,56.0,0,0,0,0,0,0,0,0,0
2024-09-10,210000,MIRAI,4.0,"Bellavista, I√±aquito",198.0,3,198.0,0,0,0,0,0,0,0,0,0
2024-09-10,48000,GS CONSTRUCCIONES Y BIENES RA√çCES,1.0,Ponceano,55.0,3,77.0,0,0,0,0,0,0,0,0,0
2024-09-10,118000,GS CONSTRUCCIONES Y BIENES RA√çCES,3.0,Jipijapa,133.0,3,102.0,0,0,0,0,0,0,0,0,0
2024-09-10,50000,Diego Germ√°n Unda - Remax Impacta,1.0,Cotocollao,74.0,3,43.0,0,0,0,0,0,0,0,0,0
2024-09-10,195000,GS CONSTRUCCIONES Y BIENES RA√çCES,4.0,"Bellavista, I√±aquito",156.0,3,177.0,0,0,0,0,0,0,0,0,0
2024-09-10,220920,GS CONSTRUCCIONES Y BIENES RA√çCES,3.0,"Bellavista, I√±aquito",105.0,2,100.0,0,0,0,0,0,0,0,0,0
2024-09-10,135000,GS CONSTRUCCIONES Y BIENES RA√çCES,2.0,"Bellavista, I√±aquito",100.0,3,63.0,0,0,0,0,0,0,0,0,0
2024-09-10,280000,GS CONSTRUCCIONES Y BIENES RA√çCES,5.0,"Bellavista, I√±aquito",341.0,3,195.0,0,0,0,0,0,0,0,0,0
2024-09-10,150000,GS CONSTRUCCIONES Y BIENES RA√çCES,2.0,"Bellavista, I√±aquito",98.0,2,90.0,0,0,0,0,0,0,0,0,0
2024-09-10,270000,Inmoejecutivos,3.0,"Gonzalez Suarez, I√±aquito",164.0,2,162.0,0,0,0,0,0,0,0,0,0
2024-09-10,124000,GS CONSTRUCCIONES Y BIENES RAÍCES,3.0,Ponceano,144.0,3,180.0,0,0,0,0,0,0,0,0,0
2024-09-10,270000,Inmoejecutivos,3.0,Gonzalez Suarez,164.0,2,162.0,0,0,0,0,0,0,0,0,0
2024-09-10,220000,Inmoejecutivos,2.0,Cumbaya,155.0,3,121.0,0,0,0,0,0,0,0,0,0
2024-09-10,98000,FREDDY CABRERA - BIENES RAÍCES,3.0,El Batan,95.0,3,116.0,0,0,0,0,0,0,0,0,0
2024-09-10,683000,Proyectos con Futuro,5.0,Cumbaya,527.0,4,72.0,0,0,0,0,0,0,0,0,0
2024-09-10,156000,Emma Barragán,3.0,Cumbaya,110.0,2,121.0,0,0,0,0,0,0,0,0,0
2024-09-10,90000,Emma Barragán,2.0,Bellavista,70.0,2,46.0,0,0,0,0,0,0,0,0,0
2024-09-10,118000,Inmoejecutivos,2.0,El Batan,120.0,3,136.0,0,0,0,0,0,0,0,0,0
2024-09-10,229000,Inmoejecutivos,2.0,Cumbaya,186.0,2,110.0,0,0,0,0,0,0,0,0,0
2024-09-10,149600,Intramuros Constructora,3.0,Centro Norte,86.0,2,109.0,0,0,0,0,0,0,0,0,0
2024-09-10,106515,Intramuros Constructora,1.0,Cumbaya,55.0,1,78.0,0,0,0,0,0,0,0,0,0
2024-09-10,305652,Intramuros Constructora,4.0,Cumbaya,159.0,3,154.0,0,0,0,0,0,0,0,0,0
2024-09-10,134000,Emma Barragán,3.0,Bellavista,136.0,3,100.0,0,0,0,0,0,0,0,0,0
2024-09-10,220000,Emma Barragán,5.0,"El Bosque, Cochapamba",327.0,4,196.0,0,0,0,0,0,0,0,0,0
2024-09-10,245000,Emma Barragán,5.0,Bellavista,300.0,4,196.0,0,0,0,0,0,0,0,0,0
2024-09-10,94000,Emma Barragán,3.0,El Condado,116.0,2,114.0,0,0,0,0,0,0,0,0,0
2024-09-10,110000,Intramuros Constructora,2.0,Centro Norte,79.0,1,29.0,0,0,0,0,0,0,0,0,0
2024-09-10,300551,Intramuros Constructora,3.0,Centro Norte,157.0,3,177.0,0,0,0,0,0,0,0,0,0
2024-09-10,428502,Intramuros Constructora,4.0,Cumbaya,249.0,3,186.0,0,0,0,0,0,0,0,0,0
2024-09-10,627486,Intramuros Constructora,4.0,Cumbaya,464.0,3,71.0,0,0,0,0,0,0,0,0,0
2024-09-10,140056,Intramuros Constructora,2.0,Cumbaya,88.0,1,48.0,0,0,0,0,0,0,0,0,0
2024-09-10,130710,Intramuros Constructora,2.0,Cumbaya,68.0,1,46.0,0,0,0,0,0,0,0,0,0
2024-09-10,181342,Intramuros Constructora,2.0,Cumbaya,95.0,2,90.0,0,0,0,0,0,0,0,0,0
2024-09-10,169279,Intramuros Constructora,2.0,Cumbaya,94.0,2,88.0,0,0,0,0,0,0,0,0,0
2024-09-10,202578,Intramuros Constructora,3.0,Cumbaya,147.0,2,181.0,0,0,0,0,0,0,0,0,0
2024-09-10,188075,Intramuros Constructora,2.0,Cumbaya,101.0,2,71.0,0,0,0,0,0,0,0,0,0
2024-09-10,169000,AB&MD Gestión Inmobiliaria By KSA,2.0,Bellavista,97.0,2,90.0,0,0,0,0,0,0,0,0,0
2024-09-10,145000,Sandra Rodríguez,2.0,Centro Norte,90.0,2,48.0,0,0,0,0,0,0,0,0,0
2024-09-10,128000,Sandra Rodríguez,2.0,La Carolina,67.0,1,46.0,0,0,0,0,0,0,0,0,0
2024-09-10,269000,Sandra Rodríguez,3.0,Quito Tenis,269.0,3,186.0,0,0,0,0,0,0,0,0,0
2024-09-10,124000,GS CONSTRUCCIONES Y BIENES RAÍCES,3.0,Ponceano,144.0,3,180.0,0,0,0,0,0,0,0,0,0
2024-09-10,220000,Inmoejecutivos,2.0,Cumbaya,155.0,3,121.0,0,0,0,0,0,0,0,0,0
2024-09-10,98000,FREDDY CABRERA - BIENES RAÍCES,3.0,El Batan,95.0,3,116.0,0,0,0,0,0,0,0,0,0
2024-09-10,156000,Emma Barragán,3.0,Cumbaya,110.0,2,121.0,0,0,0,0,0,0,0,0,0
2024-09-10,90000,Emma Barragán,2.0,Bellavista,70.0,2,46.0,0,0,0,0,0,0,0,0,0
2024-09-10,118000,Inmoejecutivos,2.0,El Batan,120.0,3,136.0,0,0,0,0,0,0,0,0,0
2024-09-10,229000,Inmoejecutivos,2.0,Cumbaya,186.0,2,110.0,0,0,0,0,0,0,0,0,0
2024-09-10,683000,Proyectos con Futuro,5.0,Cumbaya,527.0,4,72.0,0,0,0,0,0,0,0,0,0
2024-09-10,149600,Intramuros Constructora,3.0,Centro Norte,86.0,2,109.0,0,0,0,0,0,0,0,0,0
2024-09-10,106515,Intramuros Constructora,1.0,Cumbaya,55.0,1,78.0,0,0,0,0,0,0,0,0,0
2024-09-10,305652,Intramuros Constructora,4.0,Cumbaya,159.0,3,154.0,0,0,0,0,0,0,0,0,0
2024-09-10,134000,Emma Barragán,3.0,Bellavista,136.0,3,100.0,0,0,0,0,0,0,0,0,0
2024-09-10,220000,Emma Barragán,5.0,"El Bosque, Cochapamba",327.0,4,196.0,0,0,0,0,0,0,0,0,0
2024-09-10,245000,Emma Barragán,5.0,Bellavista,300.0,4,196.0,0,0,0,0,0,0,0,0,0
2024-09-10,94000,Emma Barragán,3.0,El Condado,116.0,2,114.0,0,0,0,0,0,0,0,0,0
2024-09-10,110000,Intramuros Constructora,2.0,Centro Norte,79.0,1,29.0,0,0,0,0,0,0,0,0,0
2024-09-10,300551,Intramuros Constructora,3.0,Centro Norte,157.0,3,177.0,0,0,0,0,0,0,0,0,0
2024-09-10,428502,Intramuros Constructora,4.0,Cumbaya,249.0,3,186.0,0,0,0,0,0,0,0,0,0
2024-09-10,627486,Intramuros Constructora,4.0,Cumbaya,464.0,3,71.0,0,0,0,0,0,0,0,0,0
2024-09-10,140056,Intramuros Constructora,2.0,Cumbaya,88.0,1,48.0,0,0,0,0,0,0,0,0,0
2024-09-10,130710,Intramuros Constructora,2.0,Cumbaya,68.0,1,46.0,0,0,0,0,0,0,0,0,0
2024-09-10,181342,Intramuros Constructora,2.0,Cumbaya,95.0,2,90.0,0,0,0,0,0,0,0,0,0
2024-09-10,169279,Intramuros Constructora,2.0,Cumbaya,94.0,2,88.0,0,0,0,0,0,0,0,0,0
2024-09-10,202578,Intramuros Constructora,3.0,Cumbaya,147.0,2,181.0,0,0,0,0,0,0,0,0,0
2024-09-10,188075,Intramuros Constructora,2.0,Cumbaya,101.0,2,71.0,0,0,0,0,0,0,0,0,0
2024-09-10,97488,SU CASA SOBRE LA ROCA,2.0,Bellavista,63.0,1,53.0,0,0,0,0,0,0,0,0,0
2024-09-10,189516,SU CASA SOBRE LA ROCA,3.0,Cumbaya,137.0,2,109.0,0,0,0,0,0,0,0,0,0
2024-09-10,68000,SU CASA SOBRE LA ROCA,1.0,"La Magdalena, Sur De Quito",64.0,2,65.0,0,0,0,0,0,0,0,0,0
2024-09-10,168255,SU CASA SOBRE LA ROCA,2.0,Jipijapa,95.0,2,90.0,0,0,0,0,0,0,0,0,0
2024-09-10,92087,SU CASA SOBRE LA ROCA,2.0,"La Magdalena, Sur De Quito",104.0,3,63.0,0,0,0,0,0,0,0,0,0
2024-09-10,110000,Johanna Chalen - Remax Impacta,4.0,Ponceano,183.0,3,198.0,0,0,0,0,0,0,0,0,0
2024-09-10,96900,Emerson Medina - Inmoimpakto,2.0,Tumbaco,105.0,2,66.0,0,0,0,0,0,0,0,0,0
2024-09-10,95000,Cbr. Ximena Loma - Bienes Raíces LM,3.0,Kennedy,140.0,3,89.0,0,0,0,0,0,0,0,0,0
2024-09-10,95000,Cbr. Ximena Loma - Bienes Raíces LM,3.0,Kennedy,140.0,3,89.0,0,0,0,0,0,0,0,0,0
2024-09-10,50000,Diego Germán Unda - Remax Impacta,1.0,Cotocollao,74.0,3,43.0,0,0,0,0,0,0,0,0,0
2024-09-10,136000,Fernando Falconi,2.0,Centro Norte,93.0,3,39.0,0,0,0,0,0,0,0,0,0
2024-09-10,136000,Fernando Falconi,2.0,Centro Norte,93.0,3,39.0,0,0,0,0,0,0,0,0,0
2024-09-10,150000,Carolina Silva,3.0,Carcelen,308.0,3,195.0,0,0,0,0,0,0,0,0,0
2024-09-10,157899,Andres Altamirano,2.0,La Carolina,87.0,2,69.0,0,0,0,0,0,0,0,0,0
2024-09-10,246286,Andres Altamirano,3.0,La Carolina,137.0,3,100.0,0,0,0,0,0,0,0,0,0
2024-09-10,150000,Carolina Silva,2.0,Monteserrin,128.0,2,88.0,0,0,0,0,0,0,0,0,0
2024-09-10,450000,Carolina Silva,4.0,Centro Norte,200.0,3,198.0,0,0,0,0,0,0,0,0,0
2024-09-10,112000,Ing. Roberto Alarcón,2.0,Tumbaco,105.0,3,57.0,0,0,0,0,0,0,0,0,0
2024-09-10,380000,MIRAI,4.0,Centro Norte,350.0,3,195.0,0,0,0,0,0,0,0,0,0
2024-09-10,80000,MIRAI,2.0,El Batan,130.0,2,88.0,0,0,0,0,0,0,0,0,0
2024-09-10,175000,MIRAI,2.0,"Granda Centeno, Rumipamba",134.0,3,79.0,0,0,0,0,0,0,0,0,0
2024-09-10,70000,AB&MD Gestión Inmobiliaria By KSA,2.0,Ponceano,123.0,3,74.0,0,0,0,0,0,0,0,0,0
2024-09-10,210000,Horizonte Azul,6.0,Ponceano,209.0,7,194.0,0,0,0,0,0,0,0,0,0
2024-09-10,48000,GS CONSTRUCCIONES Y BIENES RAÍCES,1.0,Ponceano,55.0,3,77.0,0,0,0,0,0,0,0,0,0
2024-09-10,118000,GS CONSTRUCCIONES Y BIENES RAÍCES,3.0,Jipijapa,133.0,3,102.0,0,0,0,0,0,0,0,0,0
2024-09-10,115000,Horizonte Azul,1.0,Ponceano,102.0,3,62.0,0,0,0,0,0,0,0,0,0
2024-09-10,110000,Horizonte Azul,3.0,San Isidro del Inca,220.0,3,186.0,0,0,0,0,0,0,0,0,0
2024-09-10,640000,MIRAI,6.0,Quito Tenis,650.0,5,36.0,0,0,0,0,0,0,0,0,0
2024-09-10,95000,Horizonte Azul,1.0,Ponceano,91.0,2,56.0,0,0,0,0,0,0,0,0,0
2024-09-10,210000,MIRAI,4.0,Bellavista,198.0,3,198.0,0,0,0,0,0,0,0,0,0
2024-09-10,195000,GS CONSTRUCCIONES Y BIENES RAÍCES,4.0,Bellavista,156.0,3,177.0,0,0,0,0,0,0,0,0,0
2024-09-10,220920,GS CONSTRUCCIONES Y BIENES RAÍCES,3.0,Bellavista,105.0,2,100.0,0,0,0,0,0,0,0,0,0
2024-09-10,135000,GS CONSTRUCCIONES Y BIENES RAÍCES,2.0,Bellavista,100.0,3,63.0,0,0,0,0,0,0,0,0,0
2024-09-10,280000,GS CONSTRUCCIONES Y BIENES RAÍCES,5.0,Bellavista,341.0,3,195.0,0,0,0,0,0,0,0,0,0
2024-09-10,150000,GS CONSTRUCCIONES Y BIENES RAÍCES,2.0,Bellavista,98.0,2,90.0,0,0,0,0,0,0,0,0,0
2024-09-10,74900,RE/MAX Asesoría Inmobiliaria,1.0,Rusia,451.0,4,80.0,0,0,0,0,0,0,0,0,0
2024-09-10,159000,RE/MAX Capital,2.0,Eloy Alfaro,105.0,6,84.0,0,0,0,0,0,0,0,0,0
2024-09-10,199000,RE/MAX Impacta,3.0,Mariano Echeverria & Francisco Nates,16654.0,2,67.0,0,0,0,0,0,0,0,0,0
2024-09-10,87500,RE/MAX Advance,2.0,"De los Cipreses, Conjunto Toulousse",10195.0,7,74.0,0,0,0,0,0,0,0,0,0
2024-09-10,42800,RE/MAX Impacta,1.0,Miguel Riofrio,7201.0,4,1.0,0,0,0,0,0,0,0,0,0
2024-09-10,38000,RE/MAX Advance,1.0,Manuel Coronado,625.0,4,45.0,0,0,0,0,0,0,0,0,0
2024-09-10,118000,RE/MAX Asesoría Inmobiliaria,2.0,Urbanización el Condado 300,15553.0,8,110.0,0,0,0,0,0,0,0,0,0
2024-09-10,110000,RE/MAX Asesoría Inmobiliaria,1.0,Suiza 3400,5915.0,3,139.0,0,0,0,0,0,0,0,0,0
2024-09-10,59000,RE/MAX Asesoría Inmobiliaria,1.0,Mariscal Antonio José Sucre,9207.0,6,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,109000,RE/MAX Asesoría Inmobiliaria,2.0,Francisco Dalmau,136.0,8,83.0,0,0,0,0,0,0,0,0,0
2024-09-10,135041,RE/MAX Capital,2.0,Avigiras,88.0,3,20.0,0,0,0,0,0,0,0,0,0
2024-09-10,135041,RE/MAX Capital,2.0,Avigiras,88.0,3,20.0,0,0,0,0,0,0,0,0,0
2024-09-10,104227,RE/MAX Capital,1.0,Avigiras,6966.0,4,20.0,0,0,0,0,0,0,0,0,0
2024-09-10,162906,RE/MAX Capital,2.0,Avigiras,86.0,4,45.0,0,0,0,0,0,0,0,0,0
2024-09-10,110000,RE/MAX Capital,2.0,Manuel Valdiviezo,95.0,3,100.0,0,0,0,0,0,0,0,0,0
2024-09-10,88076,RE/MAX Capital,1.0,Pasaje Dolomitas y los Naranjos,6387.0,5,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,173240,RE/MAX Capital,2.0,Pasaje Dolomitas y los Naranjos,12191.0,7,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,98000,RE/MAX Capital,1.0,Gonzalo Endara Crown 0,87.0,5,112.0,0,0,0,0,0,0,0,0,0
2024-09-10,106000,RE/MAX Asesoría Inmobiliaria,1.0,Mariano Echeverria,6698.0,6,127.0,0,0,0,0,0,0,0,0,0
2024-09-10,89900,RE/MAX Supremo,2.0,Francisco Dalmau 500,126.0,8,50.0,0,0,0,0,0,0,0,0,0
2024-09-10,63000,RE/MAX Empire,1.0,General Jose Maria Guerrero-manta,665.0,3,61.0,0,0,0,0,0,0,0,0,0
2024-09-10,43000,RE/MAX Capital,1.0,Huiragchuros 500,30.0,5,1.0,0,0,0,0,0,0,0,0,0
2024-09-10,75000,RE/MAX Traditions,2.0,Hernan Gmoiner,9518.0,7,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,158000,RE/MAX Asesoría Inmobiliaria,2.0,Calle N,110.0,5,120.0,0,0,0,0,0,0,0,0,0
2024-09-10,50000,RE/MAX Asesoría Inmobiliaria,1.0,Doctor José Fernández Salvador,75.0,6,35.0,0,0,0,0,0,0,0,0,0
2024-09-10,279000,RE/MAX Asesoría Inmobiliaria,3.0,S7d,182.0,8,200.0,0,0,0,0,0,0,0,0,0
2024-09-10,75000,RE/MAX Asesoría Inmobiliaria,1.0,Noruega y Moscú,4208.0,3,75.0,0,0,0,0,0,0,0,0,0
2024-09-10,70000,RE/MAX Empire,2.0,De los Eucaliptos 0,77.0,4,31.0,0,0,0,0,0,0,0,0,0
2024-09-10,50000,RE/MAX Empire,2.0,De los Eucaliptos 0,77.0,4,31.0,0,0,0,0,0,0,0,0,0
2024-09-10,195000,RE/MAX Asesoría Inmobiliaria,3.0,Avenida Edmundo Carvajal 800,150.0,2,190.0,0,0,0,0,0,0,0,0,0
2024-09-10,87000,RE/MAX Asesoría Inmobiliaria,1.0,República del Salvador y Moscú 0,54.0,2,80.0,0,0,0,0,0,0,0,0,0
2024-09-10,76000,RE/MAX Capital,2.0,De Las Cucardas,12266.0,8,1.0,0,0,0,0,0,0,0,0,0
2024-09-10,64500,RE/MAX Advance,1.0,Pedro Alvarado 0,78.0,4,50.0,0,0,0,0,0,0,0,0,0
2024-09-10,55000,RE/MAX Capital,1.0,Mañosca Oe760,50.0,3,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,70000,RE/MAX Asesoría Inmobiliaria,2.0,Calle B y Manuel Valdiviezo 100,86.0,4,60.0,0,0,0,0,0,0,0,0,0
2024-09-10,82000,RE/MAX Asesoría Inmobiliaria,1.0,Bosmediano,65.0,4,90.0,0,0,0,0,0,0,0,0,0
2024-09-10,158494,RE/MAX Advance,2.0,Mariano Egas,104.0,6,87.0,0,0,0,0,0,0,0,0,0
2024-09-10,208800,RE/MAX Advance,3.0,Mariano Egas,1305.0,6,35.0,0,0,0,0,0,0,0,0,0
2024-09-10,100000,RE/MAX Capital,2.0,Korea E Iñaquito,103.0,5,78.0,0,0,0,0,0,0,0,0,0
2024-09-10,149000,RE/MAX Capital,1.0,Av. República y Av. Eloy Alfaro,61.0,3,80.0,0,0,0,0,0,0,0,0,0
2024-09-10,146349,RE/MAX Capital,1.0,Pasaje Dolomitas y los Naranjos,12191.0,5,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,110000,RE/MAX Capital,2.0,Versalles,204.0,6,60.0,0,0,0,0,0,0,0,0,0
2024-09-10,73000,RE/MAX Capital,1.0,El Bosque Segunda Transversal,58.0,3,78.0,0,0,0,0,0,0,0,0,0
2024-09-10,80000,RE/MAX Futuro,1.0,El Bosque,56.0,4,90.0,0,0,0,0,0,0,0,0,0
2024-09-10,63000,RE/MAX Advance,2.0,De los Juncos,7608.0,5,20.0,0,0,0,0,0,0,0,0,0
2024-09-10,35000,RE/MAX Impacta,1.0,Juan Pio Montufar,7768.0,3,20.0,0,0,0,0,0,0,0,0,0
2024-09-10,80000,RE/MAX Capital,1.0,De Las Cucardas,11125.0,4,20.0,0,0,0,0,0,0,0,0,0
2024-09-10,55000,RE/MAX Asesoría Inmobiliaria,1.0,Av. Real Audiencia y Francisco Dalmau,47.0,3,45.0,0,0,0,0,0,0,0,0,0
2024-09-10,145000,RE/MAX Advance,2.0,Ponceabo Alto - Mariano Pozo y N70c,147.0,7,140.0,0,0,0,0,0,0,0,0,0
2024-09-10,138000,RE/MAX Advance,1.0,Avenida Naciones Unidas,6254.0,3,90.0,0,0,0,0,0,0,0,0,0
2024-09-10,57900,RE/MAX Asesoría Inmobiliaria,2.0,Av 10 Agosto y Jeronimo Carrion,127.0,4,60.0,0,0,0,0,0,0,0,0,0
2024-09-10,79900,RE/MAX Capital,3.0,Bernardo Legarda,141.0,7,30.0,0,0,0,0,0,0,0,0,0
2024-09-10,150000,RE/MAX Asesoría Inmobiliaria,2.0,La Tierra,134.0,8,125.0,0,0,0,0,0,0,0,0,0
2024-09-10,144900,RE/MAX Asesoría Inmobiliaria,2.0,Juan Barrezueta y Jose Andrade,158.0,7,98.0,0,0,0,0,0,0,0,0,0
2024-09-10,141000,RE/MAX Asesoría Inmobiliaria,2.0,La Carolina,121.0,6,178.0,0,0,0,0,0,0,0,0,0
2024-09-10,98000,RE/MAX Asesoría Inmobiliaria,2.0,Huachi,238.0,6,15.0,0,0,0,0,0,0,0,0,0
2024-09-10,110000,RE/MAX Asesoría Inmobiliaria,1.0,Luxemburgo,45.0,4,88.0,0,0,0,0,0,0,0,0,0
2024-09-10,1500947,RE/MAX Capital,2.0,Pasaje Dolomitas y los Naranjos,10733.0,6,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,126176,RE/MAX Capital,2.0,Pasaje Dolomitas y los Naranjos,9514.0,6,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,150095,RE/MAX Capital,2.0,Pasaje Dolomitas y los Naranjos,10733.0,6,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,166116,RE/MAX Capital,2.0,Pasaje Dolomitas y los Naranjos,12191.0,7,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,93013,RE/MAX Capital,1.0,Pasaje Dolomitas y los Naranjos,6552.0,5,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,97793,RE/MAX Capital,1.0,Pasaje Dolomitas y los Naranjos,699.0,5,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,97793,RE/MAX Capital,1.0,Pasaje Dolomitas y los Naranjos,699.0,5,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,89045,RE/MAX Capital,1.0,Pasaje Dolomitas y los Naranjos,6387.0,5,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,105000,RE/MAX Asesoría Inmobiliaria,3.0,Avebida Ilalo y Jose Joaquin Olmedo,150.0,4,80.0,0,0,0,0,0,0,0,0,0
2024-09-10,113900,RE/MAX Capital,2.0,Fernando Dávalos y Pasaje Bernal,100.0,3,40.0,0,0,0,0,0,0,0,0,0
2024-09-10,105000,RE/MAX Capital,2.0,Mañosca,100.0,3,50.0,0,0,0,0,0,0,0,0,0
2024-09-10,53000,RE/MAX Asesoría Inmobiliaria,2.0,Pedro Pinto G 0,8313.0,5,25.0,0,0,0,0,0,0,0,0,0
2024-09-10,54900,RE/MAX Advance,1.0,Av. Mariscal Antonio Jose Sucre y Calle N68-b,70.0,3,45.0,0,0,0,0,0,0,0,0,0
2024-09-10,149000,RE/MAX Asesoría Inmobiliaria,2.0,Gonzalo Endara Crown y Jaime Andrade Moscoso,118.0,5,87.0,0,0,0,0,0,0,0,0,0
2024-09-10,90000,RE/MAX Advance,1.0,Isla Española,1607.0,5,45.0,0,0,0,0,0,0,0,0,0
2024-09-10,70000,RE/MAX Asesoría Inmobiliaria,2.0,Elicio Flor,118.0,3,20.0,0,0,0,0,0,0,0,0,0
2024-09-10,98000,RE/MAX Asesoría Inmobiliaria,1.0,Alonso Torres,70.0,3,85.0,0,0,0,0,0,0,0,0,0
2024-09-10,54000,RE/MAX Capital,1.0,Juan Díaz y Rodrigo Muriel,6533.0,3,25.0,0,0,0,0,0,0,0,0,0
2024-09-10,85000,RE/MAX Asesoría Inmobiliaria,1.0,Rafael Almeida,6712.0,3,106.0,0,0,0,0,0,0,0,0,0
