Precio,Ubicación,Ciudad,Expensas,Habitaciones,Baños,Área,Estacionamientos,Precio/m²,Fecha de Publicación,Descripción,Logo Agencia,Destacado
USD 134.000,"Quito, Tumbaco, villa Vega","Tumbaco, Quito",USD 70 Alícuota,2 hab.,2 baños,121 m² tot.,2 estac.,N/A,N/A,"Lindo departamento con espectacular vista, nuevo por estrenar, con acabados de primera, 3 dormitorios, 2 baños, baño social, 2 estacionamientos cubiertos, bodega. *Departamento de 2 dormitorios. Área de construcción: 87, 47m2. - 2 dormitorios, 2 baños. - sala de estar, balcón, área de máquinas. - sala, comedor cocina un solo ambiente. - 1 parqueadero, 1 bodega. Precio venta $ 118. 000. *Departamento de 3 dormitorios. Área de construcción: 116m2. - 3 dormitorios, 2 baños. - sala de estar, baño social, jardín, área de máquinas. - sala, comedor cocina un solo ambiente. - 2 parqueaderos, 1 bodega. Precio venta $ 155. 000",./Plusvalia_raw_p43_060924_2243_files/logo_ma.-raquel-arteaga_7.jpg,Super destacado
USD 360.000,Cumbaya,"Cumbayá, Quito",USD 230 Alícuota,2 hab.,2 baños,210 m² tot.,1 estac.,N/A,N/A,"Departamento amoblado ubicado en Aquarela Cumbaya, de dos habitaciones, con terraza y vista. Diseñado por el ganador del Premio Pritzker, el arquitecto francés Jean Nouvel, de acuerdo a los creadores de Aquarela cito textualmente: Aquarela responde al contexto natural que lo rodea, devuelve al espacio la flora original, lo que sin duda repercute también en la armonía con las especies vivas de la zona. Desde sus terrazas se puede disfrutar de un exuberante paisaje y amplias vistas hacia los espacios verdes, su entorno y el valle de Tumbaco. Los exteriores de piedra de Aquarela crean una fachada que responde al espacio físico donde se ubica, y que están cubiertos de plantas autóctonas de la región. El proyecto se caracteriza por el estricto cumplimiento de los estándares de la matriz de ecoeficiencia, donde hay una consciencia en el uso de materiales, en los sistemas constructivos y en su diseño técnico, lo que genera un menor impacto en el uso de recursos no renovables (ahorro de energía eléctrica, uso de agua potable, recogida, reutilización y tratamiento de aguas lluvia, sistemas de riego, etc), demostrando un compromiso real y responsabilidad con el medio ambiente. Aquarela está destinado a convertirse en parte de la topografía del valle de Cumbayá, creando armonía entre el edificio y su relieve. Conoce más sobre este inmueble. Ascensor: 1. Jardín. Piscina. Terraza. Centros Comerciales Cercanos. Vista a la Ciudad. Intercomunicador. Pet friendly. areas comunales. - Pista de bolos, - Pista de patinaje, - Sala de música (con instrumentos) - 3 salas de cine, - Sala de juegos adultos, - Sala de juegos niños. - Gimnasio. - Sala de yoga. - Pet Spa. - Cancha de squash. - Cancha de tenis. - Cancha de fútbol. - Spa (jacuzzi, saunas y turco) - Peluqueria hombres. - Peluqueria mujeres. - Piscina Olímpica. - Terraza en cada torre con piscina, hidromasajes, zona bbq y salón de eventos",./Plusvalia_raw_p43_060924_2243_files/logo_lili-cornejo-asesoria-inmobiliaria.jpg,Super destacado
USD 78.000,Avenida de los Helechos y Jose Amezaba,"Norte de Quito, Quito",USD 90 Alícuota,2 hab.,2 baños,83 m² tot.,1 estac.,N/A,N/A,"El departamento cuenta con sala, comedor, cocina con plancha de inducción, extractor de olores y horno, 2 dormitorios, 2 baños completos, área de máquinas, 1 parqueadero y bodega. Áreas comunales: Terraza con vista panorámica. Sala comunal. Área de bbq. Juegos infantiles. Información adicional: La estructura del departamento es sismo resistente. El departamento no es adosado tiene su propio sistema aislante de ruido. Contactos al Ver datos",./Plusvalia_raw_p43_060924_2243_files/logo_magaly-salgado_1725058506983.jpg,Super destacado
USD 169.000,Balcón del Norte,"Ponceano, Quito",,4 hab.,4 baños,400 m² tot.,2 estac.,N/A,N/A,"Penthouse Duplex con hermosa vista en Venta en Ponceano, 4 Dormitorios, Area de Estudio, Sala de estar, Cuarto de máquinas, Salón de entretenimiento, bbq cubierto, 4 baños completos y 2 medios baños, Bodega y 2 Parqueaderos. Precio de oportunidad. Ubicado en el norte de Quito, conjunto residencial Balcón del Norte, con completas y funcionales áreas comunales como cancha de tenis, media cancha de basket, cancha de fútbol cesped natural, zona de bbq, Cancha se squash, zona húmeda con hidromasaje y guardianía 24 horas. Caracteristicas: penthouse duplex. planta baja. * Sala y Comedor con hermosa vista a las montañas y piso de tablón. * Baño social. * Amplia Cocina con gran espacio de almacenamiento. * Cuarto de máquinas. * Cuarto de servicio o alacena. * Baño de servicio. * Sala de estar. * Dormitorio #1 con baño privado. * Dormitorio #2 y Dormitorio #3 comparten un baño. * Pisos de tablón en área íntima. Planta alta. * Dormitorio #4. * Baño grande con tina hidromasaje, doble lavamanos, ducha. * Walk in Closet. * Sala planta alta. * Salón de entretenimiento con área de bbq anexa y baño para invitados. * Vista panorámica",./Plusvalia_raw_p43_060924_2243_files/logo_canguro-servicios-inmobiliarios_1573061357132.jpg,Super destacado
USD 200.000,Av Orellana,"La Mariscal, Quito",USD 130 Alícuota,2 hab.,2 baños,130 m² tot.,2 estac.,N/A,N/A,"Departamento de Renta Completamente Amoblado o Venta con Muebles en el sector de la Av Orellana cerca a Megamaxi, Bancos, Instituciones Publicas y Privadas, Servicio de transporte público. El departamento consta de: Sala, Comedor, Cocina tipo americana, Dos habitaciones, Dos baños completos, Dos estacionamientos, Una bodega, Área de lavandería, Edificio cuenta con: Gimnasio, Sala comunal, Área de bbq, Juegos Infantiles, Seguridad las 24 horas.",./Plusvalia_raw_p43_060924_2243_files/logo_broker-s-asociados_1586986436793.jpg,Super destacado
USD 126.740,Av. Coruña Sector Gonzalez Suarez,"González Suárez, Quito",USD 6.874 Alícuota,1 hab.,1 baño,63 m² tot.,1 estac.,N/A,N/A,"Hermosa Suite de Venta Av. Coruña La suite se encuentra ubicada en un edificio con diseño ecosustentable que optimiza el consumo de agua y de energía eléctrica implementando sistemas de descarga de agua, así como también el uso de paneles solares como método auxiliar de calentamiento de agua. El edificio esta construido con un sistema de paredes alivianadas que reducen las cargas del edificio e incrementa el nivel de seguridad de la vida en caso de emergencia. La suite comprende59. 50 m2 mas 3. 66 m2 de balcón, total 63. 15 m2SalaComedorCocina estilo americanaDormitorioBaño completoBaño socialEn áreas comunalesLobby a doble altura amoblado y decoradoDos ascensores de última tecnologíaPiscina en terraza con vista panorámicaZonas de bbq y lounge amobladoJuegos infantilesJardines naturales con sistema de riego automatizadoHermosa vistaPiso 9Dpto. #903Precio: $126. 740Contacto: Maria Elena ReveloVer datos",./Plusvalia_raw_p43_060924_2243_files/logo_daniel-espinosa_1522077775251.jpg,Super destacado
USD 71.000,"La Salle Park, Abdón Calderón y Manuel Córdova Galarza","Conocoto, Quito",USD 38 Alícuota,2 hab.,2 baños,85 m² tot.,1 estac.,N/A,N/A,"En venta departamento amplio de dos habitaciones con dos baño completos, cerca al Colegio La Salle. Se encuentra en una zona residencial, en un conjunto privado y a pocos metros del colegio la Salle. Tiene varias vías de conexión como la vía antigua a Conocoto, que conecta con la Simón Bolivar, y la Ilaló que conecta hacia la Rumiñahui. El departamento tiene 74. 28m² habitables y 85. 52m² de área total, con un parqueadero y una bodega. Al ingresar al departamento, nos recibe un comedor abierto con gran iluminación que se acopla a una sala abierta. La cocina, también abierta, cuenta con empotrados modernos. Continuando el recorrido, encontramos el área de máquinas, un baño completo y una habitación cómoda. Al final, se encuentra la habitación master con su baño completo. El conjunto cuenta con guardianía privada 24/7 y tiene áreas comunales excelentes, como canchas deportivas, zona bbq, y un salón comunal amplio. Precio de venta: $71, 000. Valor de la alícuota: $38. ¿Te gustaría vivir en este departamento? ¡Contáctame y agendemos una visita! Más información al: 0️⃣9️⃣9️⃣4️⃣7️⃣8️⃣2️⃣3️⃣0️⃣8️⃣",./Plusvalia_raw_p43_060924_2243_files/logo_rialti-s.a.s._1699394741424.jpg,Super destacado
USD 224.088,Whymper y Diego de Almagro,"La Carolina, Quito",USD 146 Alícuota,3 hab.,2 baños,129 m² tot.,2 estac.,N/A,N/A,"¡Tu Hogar de Ensueño te espera! Departamento por Estrenar en Venta. Ubicado en el sector de La Paz, este encantador departamento por estrenar ofrece una oportunidad única para aquellos que buscan la combinación perfecta de comodidad, elegancia y modernidad. Características del Departamento: Ubicación: Cerca de vías principales: 6 de diciembre, Whymper, Av. República, Eloy Alfaro, Túnel Guayasamín, bancos, centros comerciales (Mall el Jardín, Megamaxi) y parques (La Carolina) Estado: Por Estrenar. Dormitorios: 2 y 3. Baños: 2 y 2. 5. Área Total: Desde 88. 97 mts2 hasta 129. 67 mts2. Precio: Desde usd $155. 667 hasta usd $246. 634. Estacionamientos: 2. Balcón: 1. Características Especiales: Diseño Moderno: Interiores elegantes con acabados de alta calidad. Cocina Equipada: Equipamiento de cocina de última generación, tipo americana con mesón de cuarzo, muebles altos y bajos. Iluminación Natural: Grandes ventanales para una excelente entrada de luz natural. Áreas Sociales: - Yoga. - Co- Working. - Gym. - Lavandería. - Kids Place. - Pet Zone. - Yacuzzi. - Game Room. - Zona bbq. - Lobby. - Recepción. - 2 Ascensores de alta velocidad (tecnología magnética) - Parqueadero en subsuelo. - Parqueadero de visitas. - Seguridad contra incendios. - Seguridad 24 hrs (cámaras cctv) - Parqueaderos adicionales disponibles para compra. Ubicación Privilegiada: Este departamento está estratégicamente ubicado cerca de ibm, Embajada de Colombia, Petroecuador, iglesia de La Paz, túnel Guayasamín, Megamaxi, parque La Carolina y parada del Metro. Una zona en crecimiento con acceso fácil a transporte público y servicios. Inversión Segura: Plusvalía: Zona en constante desarrollo y crecimiento. Edificio moderno, 8 pisos de departamentos, 1 terraza y 3 subsuelos de parqueaderos privados y de visitas. Financiamiento: Opciones disponibles para financiamiento. Listo para Habitar: Este departamento está listo para convertirse en tu hogar. Simplemente trae tus pertenencias y comienza a disfrutar de la vida en tu nuevo espacio. Precio atractivo: ¡No pierdas la oportunidad de adquirir este departamento por estrenar a un precio competitivo! Para más información y programar una visita, contáctanos, menciona este código sky23-24 y recibirás de obsequio plancha y horno para equipar la cocina. ¡Haz de este departamento tu nuevo hogar! ¡Bienvenido a una vida de comodidad y estilo!",./Plusvalia_raw_p43_060924_2243_files/logo_broker-s-asociados_1586986436793.jpg,Super destacado
USD 158.600,"Venta Departamento 2 Dormitorios, 85 m², Quito Tenis","Quito Tenis, Quito",USD 1 Alícuota,2 hab.,2 baños,85 m² tot.,1 estac.,N/A,N/A,"Venta Departamento a estrenar, 2 dormitorios Quito Tenis con ubicación estratégica. ° Área Habitable: 85 m²° 1 parqueadero: 13 m²° Bodega: 3. 50 m²Distribución: ° Sala comedor cocina americana. ° 2 Dormitorios. ° 2 baños completos. ° Baño social. ° Área de máquinas. ° Estar estudio. Edificio Moderno con excelente diseño° 15 Departamentos, de 1, 2 y 3 habitaciones. ° Ventanas piso techo° Acabados de primera. ° Generador Eléctrico para todo el edificio. ° Ascensor de última generación. Inversión: $ 158. 600 usd",./Plusvalia_raw_p43_060924_2243_files/logo_aquaterra_1659019600074.jpg,Super destacado
USD 170.000,"Ponceano,","Ponceano, Quito",,3 hab.,2 baños,164 m² tot.,2 estac.,N/A,N/A,"Diseño de vanguardia, comodidad, seguridad, confort y tranquilidad para tu familia y para ti Vendo departamento por estrenar, edificio moderno, es uno de los más grandes dentro del edificio, se encuentra en el cuarto piso, consta de: 3 dormitorios, sala de estar, sala comedor con una pequeña azotea, balcón, cocina eléctrica con vista al Norte y Occidente, extractor de olores, muebles altos y bajos, el dormitorio máster tiene un vestidor grande, una pequeña azotea y un baño con 2 lavabos, otro baño compartido para los 2 dormitorios con closet todos, vista al Occidente, un cuarto con lavandería y máquinas lavadora secadora, baño social. Bajando en el ascensor al subsuelo están 2 parqueaderos y una bodega Departamento de 124 m2, asotea de 7 m2 de azotea, 2 parqueaderos con un total de 27 m2 y la bodega 5 m2. Excelentes acabados, agua caliente centralizado que se paga en la alícuota por mantenimiento y por los guardias de seguridad y el Administrador. El edificio tiene 6 pisos, terraza con asaderos, gimnasio con 2 baños, sala comunal, cuarto de juegos para niños. Precio: usd 170. 000 Asesora: Elizabeth VallejoEs un gusto atender tu requerimiento. Llámanos!!",./Plusvalia_raw_p43_060924_2243_files/logo_cristina-obando_3.jpg,Super destacado
