captura,precio,agencia,aseos,zona,superficie,habitaciones,gastos,extras
2024-09-06,95000.0,Plusvalia,,"Centro Norte, Quito De los Laureles",85.0,3.0,,"seguridad, gimnasio-, piscina-, Parqueadero"
2024-09-06,43000.0,Plusvalia,,"Centro Norte, Quito San Isidro del Inca",58.0,2.0,,"Parqueaderos, Parqueadero, parqueadero"
2024-09-06,156000.0,Plusvalia,,"Miravalle, Quito Vista Grande, Calle Eugenio Espejo",154.0,2.0,,"Vista, Vista, estacionamiento, estacionamiento, vista, espacio, estacionamiento, seguridad, Parque"
2024-09-06,118000.0,Plusvalia,,"El Bosque , Quito Bosque",135.0,3.0,,"balcón, espacioso, parqueadero, Seguridad"
2024-09-06,118000.0,Plusvalia,,"Cumbayá, Quito CUMBAYA, UNIVERSIDAD SAN FRANCISCO",135.0,2.0,,"seguridad, piscinar, parque, gimnasio, parqueaderos, terraza, parqueadero"
2024-09-06,111500.0,Plusvalia,,"Cumbayá, Quito Calle Eugenio Espero, Tanda, Cumbaya",125.0,2.0,,"patio, garaje"
2024-09-06,159000.0,Plusvalia,,"Cumbayá, Quito CUMBAYA",90.0,2.0,,"vista, piscina, ascensor, parqueadero, parqueadero"
2024-09-06,107903.0,Plusvalia,,"San Rafael, Quito Avenida ilaló & San Juan De Dios",93.0,2.0,,"espacio, balcón, espacio, Ascensor, parqueadero, Parqueaderos, Terraza, gimnasio, sauna, vista"
2024-09-06,149600.0,Intramuros Constructora,3.0,"Centro Norte, Quito, Pichincha",86.0,2.0,,sin extra
2024-09-06,106515.0,Intramuros Constructora,1.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",55.0,1.0,,sin extra
2024-09-06,305652.0,Intramuros Constructora,4.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",159.0,3.0,,sin extra
2024-09-06,270000.0,Inmoejecutivos,3.0,"Gonzalez Suarez, Iñaquito, Centro Norte, Quito, Pichincha",164.0,2.0,,sin extra
2024-09-06,220000.0,Inmoejecutivos,2.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",155.0,3.0,,sin extra
2024-09-06,683000.0,Proyectos con Futuro,5.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",527.0,4.0,,sin extra
2024-09-06,98000.0,FREDDY CABRERA - BIENES RAÍCES,3.0,"El Batan, Iñaquito, Centro Norte, Quito, Pichincha",95.0,3.0,,sin extra
2024-09-06,110000.0,Intramuros Constructora,2.0,"Centro Norte, Quito, Pichincha",79.0,1.0,,sin extra
2024-09-06,300551.0,Intramuros Constructora,3.0,"Centro Norte, Quito, Pichincha",157.0,3.0,,sin extra
2024-09-06,428502.0,Intramuros Constructora,4.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",249.0,3.0,,sin extra
2024-09-06,627486.0,Intramuros Constructora,4.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",464.0,3.0,,sin extra
2024-09-06,140056.0,Intramuros Constructora,2.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",88.0,1.0,,sin extra
2024-09-06,130710.0,Intramuros Constructora,2.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",68.0,1.0,,sin extra
2024-09-06,181342.0,Intramuros Constructora,2.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",95.0,2.0,,sin extra
2024-09-06,169279.0,Intramuros Constructora,2.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",94.0,2.0,,sin extra
2024-09-06,202578.0,Intramuros Constructora,3.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",147.0,2.0,,sin extra
2024-09-06,188075.0,Intramuros Constructora,2.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",101.0,2.0,,sin extra
2024-09-06,118000.0,Inmoejecutivos,2.0,"El Batan, Iñaquito, Centro Norte, Quito, Pichincha",120.0,3.0,,sin extra
2024-09-06,229000.0,Inmoejecutivos,2.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",186.0,2.0,,sin extra
2024-09-06,169000.0,AB&MD Gestión Inmobiliaria By KSA,2.0,"Bellavista, Iñaquito, Centro Norte, Quito, Pichincha",97.0,2.0,,sin extra
2024-09-06,115000.0,JAO Real Estate,2.0,"Tumbaco, Valle Tumbaco, Quito, Pichincha",115.0,2.0,,sin extra
2024-09-06,145000.0,JAO Real Estate,2.0,"Tumbaco, Valle Tumbaco, Quito, Pichincha",172.0,3.0,,sin extra
2024-09-06,69000.0,JAO Real Estate,1.0,"Tumbaco, Valle Tumbaco, Quito, Pichincha",74.0,1.0,,sin extra
2024-09-06,295000.0,AB&MD Gestión Inmobiliaria By KSA,2.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",190.0,2.0,,sin extra
2024-09-06,480000.0,AB&MD Gestión Inmobiliaria By KSA,3.0,"Gonzalez Suarez, Iñaquito, Centro Norte, Quito, Pichincha",406.0,3.0,,sin extra
2024-09-06,480000.0,AB&MD Gestión Inmobiliaria By KSA,4.0,"Quito Tenis, Centro Norte, Quito, Pichincha",243.0,3.0,,sin extra
2024-09-06,100000.0,AB&MD Gestión Inmobiliaria By KSA,2.0,"El Batan, Iñaquito, Centro Norte, Quito, Pichincha",145.0,3.0,,sin extra
2024-09-06,118000.0,AB&MD Gestión Inmobiliaria By KSA,2.0,"Bellavista, Iñaquito, Centro Norte, Quito, Pichincha",85.0,2.0,,sin extra
2024-09-06,97488.0,SU CASA SOBRE LA ROCA,2.0,"Bellavista, Iñaquito, Centro Norte, Quito, Pichincha",63.0,1.0,,sin extra
2024-09-06,189516.0,SU CASA SOBRE LA ROCA,3.0,"Cumbaya, Valle Tumbaco, Quito, Pichincha",137.0,2.0,,sin extra
2024-09-06,110000.0,Johanna Chalen - Remax Impacta,4.0,"Ponceano, Norte De Quito, Quito, Pichincha",183.0,3.0,,sin extra
2024-09-06,96900.0,Emerson Medina - Inmoimpakto,2.0,"Tumbaco, Valle Tumbaco, Quito, Pichincha",105.0,2.0,,sin extra
2024-09-06,50000.0,Diego Germán Unda - Remax Impacta,1.0,"Cotocollao, Norte De Quito, Quito, Pichincha",74.0,3.0,,sin extra
2024-09-06,95000.0,Cbr. Ximena Loma - Bienes Raíces LM,3.0,"Kennedy, Centro Norte, Quito, Pichincha",140.0,3.0,,sin extra
2024-09-06,95000.0,Cbr. Ximena Loma - Bienes Raíces LM,3.0,"Kennedy, Centro Norte, Quito, Pichincha",140.0,3.0,,sin extra
2024-09-06,136000.0,Fernando Falconi,2.0,"Centro Norte, Quito, Pichincha",93.0,3.0,,sin extra
2024-09-06,136000.0,Fernando Falconi,2.0,"Centro Norte, Quito, Pichincha",93.0,3.0,,sin extra
2024-09-06,150000.0,Carolina Silva,3.0,"Carcelen, Norte De Quito, Quito, Pichincha",308.0,3.0,,sin extra
2024-09-06,157899.0,Andres Altamirano,2.0,"La Carolina, Iñaquito, Centro Norte, Quito, Pichincha",87.0,2.0,,sin extra
2024-09-06,246286.0,Andres Altamirano,3.0,"La Carolina, Iñaquito, Centro Norte, Quito, Pichincha",137.0,3.0,,sin extra
2024-09-06,150000.0,Carolina Silva,2.0,"Monteserrin, Jipijapa, Centro Norte, Quito, Pichincha",128.0,2.0,,sin extra
2024-09-06,450000.0,Carolina Silva,4.0,"Centro Norte, Quito, Pichincha",200.0,3.0,,sin extra
2024-09-06,112000.0,Ing. Roberto Alarcón,2.0,"Tumbaco, Valle Tumbaco, Quito, Pichincha",105.0,3.0,,sin extra
2024-09-06,380000.0,MIRAI,4.0,"Centro Norte, Quito, Pichincha",350.0,3.0,,sin extra
2024-09-06,80000.0,MIRAI,2.0,"El Batan, Iñaquito, Centro Norte, Quito, Pichincha",130.0,2.0,,sin extra
2024-09-06,175000.0,MIRAI,2.0,"Granda Centeno, Rumipamba, Centro Norte, Quito, Pichincha",134.0,3.0,,sin extra
2024-09-06,640000.0,MIRAI,6.0,"Quito Tenis, Centro Norte, Quito, Pichincha",650.0,5.0,,sin extra
2024-09-06,210000.0,MIRAI,4.0,"Bellavista, Iñaquito, Centro Norte, Quito, Pichincha",198.0,3.0,,sin extra
2024-09-06,48000.0,GS CONSTRUCCIONES Y BIENES RAÍCES,1.0,"Ponceano, Norte De Quito, Quito, Pichincha",55.0,3.0,,sin extra
2024-09-06,118000.0,GS CONSTRUCCIONES Y BIENES RAÍCES,3.0,"Jipijapa, Centro Norte, Quito, Pichincha",133.0,3.0,,sin extra
2024-09-06,210000.0,Horizonte Azul,6.0,"Ponceano, Norte De Quito, Quito, Pichincha",209.0,7.0,,sin extra
2024-09-06,115000.0,Horizonte Azul,1.0,"Ponceano, Norte De Quito, Quito, Pichincha",102.0,3.0,,sin extra
2024-09-06,110000.0,Horizonte Azul,3.0,"San Isidro del Inca, Centro Norte, Quito, Pichincha",220.0,3.0,,sin extra
2024-09-06,95000.0,Horizonte Azul,1.0,"Ponceano, Norte De Quito, Quito, Pichincha",91.0,2.0,,sin extra
2024-09-06,195000.0,GS CONSTRUCCIONES Y BIENES RAÍCES,4.0,"Bellavista, Iñaquito, Centro Norte, Quito, Pichincha",156.0,3.0,,sin extra
2024-09-06,220920.0,GS CONSTRUCCIONES Y BIENES RAÍCES,3.0,"Bellavista, Iñaquito, Centro Norte, Quito, Pichincha",105.0,2.0,,sin extra
2024-09-06,135000.0,GS CONSTRUCCIONES Y BIENES RAÍCES,2.0,"Bellavista, Iñaquito, Centro Norte, Quito, Pichincha",100.0,3.0,,sin extra
2024-09-06,280000.0,GS CONSTRUCCIONES Y BIENES RAÍCES,5.0,"Bellavista, Iñaquito, Centro Norte, Quito, Pichincha",341.0,3.0,,sin extra
2024-09-06,150000.0,GS CONSTRUCCIONES Y BIENES RAÍCES,2.0,"Bellavista, Iñaquito, Centro Norte, Quito, Pichincha",98.0,2.0,,sin extra
2024-09-06,124000.0,GS CONSTRUCCIONES Y BIENES RAÍCES,3.0,"Ponceano, Norte De Quito, Quito, Pichincha",144.0,3.0,,sin extra
2024-09-07,75000.0,Remax,1.0,Noruega y Moscú S/N,4208.0,3.0,75.0,sin extra
2024-09-07,70000.0,Remax,2.0,De los Eucaliptos 0,77.0,4.0,31.0,sin extra
2024-09-07,50000.0,Remax,2.0,De los Eucaliptos 0,77.0,4.0,31.0,sin extra
2024-09-07,195000.0,Remax,3.0,Avenida Edmundo Carvajal 800,150.0,2.0,190.0,VISTA
2024-09-07,87000.0,Remax,1.0,República del Salvador y Moscú 0,54.0,2.0,80.0,sin extra
2024-09-07,76000.0,Remax,2.0,De Las Cucardas S/N,12266.0,8.0,1.0,sin extra
2024-09-07,64500.0,Remax,1.0,Pedro de Alvarado 0,78.0,4.0,50.0,Bellavista
2024-09-07,55000.0,Remax,1.0,Mañosca Oe760 S/N,50.0,3.0,40.0,sin extra
2024-09-07,70000.0,Remax,2.0,Calle B y Manuel Valdiviezo 100,86.0,4.0,60.0,sin extra
2024-09-07,82000.0,Remax,1.0,Bosmediano S/N,65.0,4.0,90.0,"balcón, Bellavista"
2024-09-07,158494.0,Remax,2.0,Mariano Egas S/N,104.0,6.0,,sin extra
2024-09-07,208800.0,Remax,3.0,Mariano Egas S/N,1305.0,6.0,,sin extra
2024-09-07,100000.0,Remax,2.0,Korea E Iñaquito S/N,103.0,5.0,78.0,sin extra
2024-09-07,149000.0,Remax,1.0,Av. República y Av. Eloy Alfaro S/N,61.0,3.0,80.0,sin extra
2024-09-07,146349.0,Remax,1.0,Pasaje Dolomitas y de los Naranjos S/N,12191.0,5.0,40.0,sin extra
2024-09-07,110000.0,Remax,2.0,Versalles S/N,204.0,6.0,60.0,sin extra
2024-09-07,73000.0,Remax,1.0,El Bosque Segunda Transversal S/N,58.0,3.0,78.0,sin extra
2024-09-07,74900.0,Remax,1.0,Rusia S/N,451.0,4.0,80.0,sin extra
2024-09-07,159000.0,Remax,2.0,Eloy Alfaro S/N,105.0,6.0,84.0,sin extra
2024-09-07,199000.0,Remax,3.0,Mariano Echeverria & Francisco de Nates S/N,16654.0,2.0,67.0,sin extra
2024-09-07,87500.0,Remax,2.0,"De los Cipreses, Conjunto Toulousse S/N",10195.0,7.0,74.0,sin extra
2024-09-07,42800.0,Remax,1.0,Miguel Riofrio S/N,7201.0,4.0,1.0,sin extra
2024-09-07,38000.0,Remax,1.0,Manuel Coronado S/N,625.0,4.0,,sin extra
2024-09-07,118000.0,Remax,2.0,Urbanización el Condado 300,15553.0,8.0,110.0,sin extra
2024-09-07,110000.0,Remax,1.0,Suiza 3400,5915.0,3.0,139.0,sin extra
2024-09-07,59000.0,Remax,1.0,Mariscal Antonio José de Sucre S/N,9207.0,6.0,40.0,sin extra
2024-09-07,109000.0,Remax,2.0,Francisco Dalmau S/N,136.0,8.0,83.0,sin extra
2024-09-07,240000.0,Remax,3.0,González Suárez S/N,330.0,9.0,,Jardín
2024-09-07,135041.0,Remax,2.0,Avigiras S/N,88.0,3.0,20.0,sin extra
2024-09-07,135041.0,Remax,2.0,Avigiras S/N,88.0,3.0,20.0,sin extra
2024-09-07,104227.0,Remax,1.0,Avigiras S/N,6966.0,4.0,20.0,sin extra
2024-09-07,162906.0,Remax,2.0,Avigiras S/N,86.0,4.0,45.0,sin extra
2024-09-07,110000.0,Remax,2.0,Manuel Valdiviezo S/N,95.0,3.0,100.0,sin extra
2024-09-07,430000.0,Remax,3.0,González Suárez S/N,15324.0,15.0,330.0,parqueadero
2024-09-07,88076.0,Remax,1.0,Pasaje Dolomitas y de los Naranjos S/N,6387.0,5.0,40.0,sin extra
2024-09-07,173240.0,Remax,2.0,Pasaje Dolomitas y de los Naranjos S/N,12191.0,7.0,40.0,sin extra
2024-09-07,98000.0,Remax,1.0,Gonzalo Endara Crown 0,87.0,5.0,112.0,sin extra
2024-09-07,300000.0,Remax,2.0,Pasaje Pons y Pasaje Girasol S/N,170.0,9.0,180.0,sin extra
2024-09-07,106000.0,Remax,1.0,Mariano Echeverria S/N,6698.0,6.0,127.0,sin extra
2024-09-07,89900.0,Remax,2.0,Francisco Dalmau 500,126.0,8.0,50.0,sin extra
2024-09-07,63000.0,Remax,1.0,General Jose Maria Guerrero-manta S/N,665.0,3.0,,sin extra
2024-09-07,101000.0,Remax,2.0,Los Laureles S/N,100.0,4.0,100.0,sin extra
2024-09-07,79000.0,Remax,2.0,Carlos Mantilla 100,18908.0,8.0,35.0,TERRAZA
2024-09-07,200.0,Remax,1.0,Antonio Elizalde S/N,35.0,2.0,,sin extra
2024-09-07,200.0,Remax,1.0,Antonio Elizalde S/N,35.0,2.0,,sin extra
2024-09-07,160000.0,Remax,2.0,El Zurriago 144 100,110.0,6.0,125.0,sin extra
2024-09-07,20000.0,Remax,2.0,Calle E10 S/N,56.0,5.0,,sin extra
2024-09-07,81000.0,Remax,2.0,Ugarte y Saravia 100,123.0,6.0,30.0,sin extra
