Precio,Ubicación,Ciudad,Expensas,Habitaciones,Baños,Área,Estacionamientos,Precio/m²,Fecha de Publicación,Descripción,Logo Agencia,Destacado
USD 350.000,Bosmediano,"Bellavista, Quito",USD 180 Alícuota,3 hab.,3 baños,250 m² tot.,3 estac.,N/A,N/A,"Amplio, luminoso y moderno departamentos con vista espectacular a la ciudad de Quito. El edificio cuenta con seguridad 24/7. El edificio cuenta con piscina, terraza y área bbq comunales. 205 m2 área cubierta. . 45 m2 en dos Terrazas. 3 dormitorios. 3 baños. 1 baño social. sala, comedor y cocina integrados. terraza. 2 estacionamiento. 1 bodega. Area comunal. Piscina. Terraza. Area bbq. Agente Inmobiliario. María Amparo Proaño",./Plusvalia_raw_p18_060924_2243_files/logo_inmobusiness-s.a._1694815287277.jpg,Super destacado
USD 159.000,Departamento en Venta en el Sector de Campo Alegre Cerca de la Udla,"Monteserrín, Quito",USD 164 Alícuota,2 hab.,2 baños,174 m² tot.,2 estac.,N/A,N/A,"Departamento en venta en Conjunto Habitacional ubicado en el Oriente de Quito, sector Monteserrin, zona de alta plusvalía lo que lo convierte en una muy buena inversión. Con una vista impresionante del Valle de Cumbayá, ademas tiene varios colegio cercanos, la udla y fácil acceso al transporte público. Área total: 174m²-2 habitaciones. -Dormitorio extra o estudio fuera del departamento. -Baño social completo, comparte con un dormitorio. -Espacio para lavadora-secadora o torre. -Triturador de basura y lavadora de platos. -Plancha, horno y extractor de olores. -Balcón tipo terraza de 17m. -2 parqueaderos. -Bodega. Urbanización cuenta con: -2 Canchas de Squah. -Gimnasio. -Piscina cubierta y temperada. -Sauna y turco. -Área bbq. -Áreas verdes y de juegos infantiles. -Generador eléctrico. -Sistema de control de incendios. -Parqueadero de visitas. Precio de venta $159. 000 Estamos felices de atenderte, somos Hauser Ecuador!! Pregúntanos por nuestros recorridos online o más opciones inmobiliarias para ti.",./Plusvalia_raw_p18_060924_2243_files/logo_hauser-ecuador_1675785942321.jpg,Super destacado
USD 199.000,Edificio St Marcus Cumbaya,"Cumbayá, Quito",USD 140 Alícuota,2 hab.,2 baños,120 m² tot.,2 estac.,N/A,N/A,"Vendo departamento Cumbayá nuevo por estrenar. Hermosa vista desde todos los rincones! Edificio con Piscina, Gym, Terraza bbq y Seguridad 24 horas. * Área: 120 m2. * 2 Dormitorios amplios con baños completos cada uno. * Sala de estar / Estudio. * Sala y comedor con vista. * Cocina tipo americano equipada con plancha, horno y extractor. * Baño social y área de máquinas. * Parqueaderos: 2. * Bodegas: 1. Seguridad 24 horas, 2 ascensores (acceso con tarjetas) Facilidad de accesos, ubicado en un sector super residencial y tranquilo. A 3 minutos del Scala, a 5 minutos del Paseo San Francisco.",./Plusvalia_raw_p18_060924_2243_files/logo_dinmo-inmobiliaria_1569885872048.jpg,Super destacado
USD 80.000,De los Lirios y Julio Arellano 45 Piso 2 Dpto 3 (170124),"Monteserrín, Quito",,3 hab.,2 baños,105 m² tot.,1 estac.,N/A,N/A,"Se venden 4 departamentos en el sector de Monteserrín, ubicados cerca de la Universidad de las Américas y la Academia Cotopaxi, ofrece buen acceso a vías principales para facilitar la movilidad. El área cuenta con servicios esenciales, haciendo de este departamento una buena opción. Contacto: Ver datos. Andrea Noboa",./Plusvalia_raw_p18_060924_2243_files/logo_re-max-asesoria-inmobiliaria_1724768437098.jpg,Super destacado
USD 120.900,Cumbaya,"Cumbayá, Quito",,2 hab.,2 baños,77 m² tot.,1 estac.,N/A,N/A,"77. 3 m2usd 120. 900Excelente ubicación junto a importantes vías de fácil y rápido acceso a hospitales, centros comerciales, a la usfq, bancos y aeropuertoUbicado a 3 minutos del C. C. Scala Shopping2 parqueaderos privadosParqueaderos de visitasBodegasTerraza PanorámicaEspectaculares AmenitiesÁrea de MascotasGimnasio equipadoLaundry comunalBusiness centerSalón comunalSenderos naturales con espectaculares áreas verdesEntrega Diciembre 2024",./Plusvalia_raw_p18_060924_2243_files/logo_grupo-3-inversiones_6.jpg,Super destacado
USD 50.000,Gral José María Guerrero,"Cotocollao, Quito",USD 38 Alícuota,3 hab.,1 baño,74 m² tot.,1 estac.,N/A,N/A,"Departamento de Venta en excelente ubicación. Ubicado en el Conjunto Habitacional La Recoleta. Av Gral. José María Guerrero y Manta. Cerca a la Universidad Indoamérica. 74. 1 m2 de Construcción. 3 habitaciones. 1 Baño Completo. Sala. Cocina. Comedor. Área de Lavado y Tendedero. 1 parqueadero. Parqueadero de Visitas. Áreas Comunales. Canchas deportivas. Juegos Infantiles. Espacios Verdes. Ubicación estratégica, cerca de universidad Indoamérica, Colegio William Thompson, y varios colegios más por el sector. Cerca de Instituciones Financieras, Centros Comerciales y lugares muy comerciales como Cotocollao. Fácil Acceso a líneas de Buses y rutas de acceso de automóviles. Cerca del Supermaxi de San Carlos, Gran Akí de Cotocollao, tuti, tía. Etc.",./Plusvalia_raw_p18_060924_2243_files/logo_re-max-impacta-inmobiliaria_1706106145193.jpg,Super destacado
USD 145.213,AV EL CORAZON Y SALCEDO,"Sur de Quito, Quito",USD 1 Alícuota,3 hab.,2 baños,151 m² tot.,2 estac.,N/A,N/A,"Consta de: Sala. Comedor. Bar. Cocina con muebles altos y bajos. Área de maquinas. 1 Baño social. Dormitorio master con walking closet y baño privado con hidromasaje. 2 Dormitorios. 1 baño completos. 1 parqueadero. 1 bodega (opcional) Áreas comunales: Servicio de garita y vigilancia. Cámaras de video vigilancia. Ascensor. Área bbq. Áreas verdes. Gimnasio. Salón de eventos. Área Pet spa. Cerca de farmacias, tiendas, restaurantes, parada de buses metro, ecovia, etc",./Plusvalia_raw_p18_060924_2243_files/logo_zion-inmobiliaria_3.jpg,Super destacado
USD 228.000,Quito tenis,"Quito Tenis, Quito",USD 226 Alícuota,3 hab.,3 baños,258 m² tot.,2 estac.,N/A,N/A,"258 m2 de construcción. 3 salas. Chimenea en sala principal. Comedor amplio para mesa de hasta 12 sillas. Cocina remodelada con mesones de quarzo. Area de servicio completa. Lavandería y despensa. Tuberia de cobre en todo el departamento. Sala de estar que puede ser estudio. 1 dormitorio master con walk in closet y baño completo. Dos dormitorios con baño completo. 2 garages, ingreso desde parqueadero con tarjeta magnetica. 1 bodega. Guardiania 24/7. Ascensor, departamento en segundo piso. Asesora Inmobiliaria. vanessa cordovez. Inmobusiness",./Plusvalia_raw_p18_060924_2243_files/logo_inmobusiness-s.a._1694815287277.jpg,Super destacado
USD 249.500,CORUÑA,"Centro Norte, Quito",USD 155 Alícuota,3 hab.,2 baños,147 m² tot.,2 estac.,N/A,N/A,"Departamento Duplex de venta con Balcón en La Coruña. 140 m2 Área de construcción tota incluido el balcón: 147. 54 m2. Área de balcón: 5m2. 3 Dormitorios, Master con walk-in closet ( Dormitorio master con patio) 2 Baños completos. 1 Baño social. Sala de estar o televisión. Cocina americana. Sala. Comedor. 2 estacionamientos. Servicios generales. Seguridad 24 horas. Sala comunal. Jardines. Ascensores. Inmobusiness te invita a conocer este hermoso y amplio duplex en el piso 5, cuenta con acabados de primera de la mejor calidad y tiene un balcón. El tamaño y distribución del departamento ofrece ambientes acogedores, claros y muy espaciosos. Su ubicación es privilegiada está a pocos minutos del centro financiero y centros comerciales de la zona, cuenta con fácil acceso a a vías principales y transporte público. María Augusta Mora Coloma. Asesor Inmobiliario. inmobusiness S. A.",./Plusvalia_raw_p18_060924_2243_files/logo_inmobusiness-s.a._1694815287277.jpg,Super destacado
USD 169.900,Mariano Paredes y Tadeo Benítez,"Ponceano, Quito",,3 hab.,2 baños,163 m² tot.,1 estac.,N/A,N/A,"Cómodo y lujoso departamento sector Ponceano alto espera por ti. Ubicación estratégica, cerca de todo. Aplica crédito hipotecario biess. Descripción: 125m2 Habitables. Balcón 7. 27m2. 2 Parqueaderos. Bodega 4. 13m2. Gran sala muy buen iluminada, cocina tipo americana encimera y extractor de olores. Comedor amplio. Baño social, y área de máquinas. 3 habitaciones bastante amplias, dormitorio máster con gran espacio en clóset y baño propio. Baño completo compartido. Acabados en excelente calidad, perfecto estado del inmueble. Excelentes amenidades, área de juegos, área de cine y bbq. Seguridad 24H.",./Plusvalia_raw_p18_060924_2243_files/logo_zion-inmobiliaria_3.jpg,Super destacado
